"date","open","high","low","close","volume"
"29/10/2019","2116.60009765625","2200.949951171875","2116.60009765625","2196","157630"
"25/10/2019","2088","2129.5","2075","2125.050048828125","108564"
"24/10/2019","2075.10009765625","2099","2062","2082.199951171875","149770"
"23/10/2019","2065","2084","2052.60009765625","2075.25","60167"
"22/10/2019","2081","2109.949951171875","2040.449951171875","2051.64990234375","119818"
"18/10/2019","2038","2064","2025.0999755859375","2057.35009765625","85260"
"17/10/2019","2015","2037.800048828125","2001","2030.699951171875","131597"
"16/10/2019","2039","2056","2016.5","2045.8499755859375","81105"
"15/10/2019","2028.800048828125","2046.9000244140625","2024.199951171875","2037.4000244140625","137747"
"14/10/2019","2000","2031.9000244140625","1969","2020.949951171875","113276"
"11/10/2019","1933","1994.4000244140625","1929","1987.050048828125","477346"
"10/10/2019","2028","2039","1998.8499755859375","2004.4000244140625","219994"
"09/10/2019","2052.85009765625","2056.699951171875","2015.800048828125","2020.6500244140625","87599"
"07/10/2019","2080","2094.800048828125","2041.050048828125","2052.85009765625","95756"
"04/10/2019","2079.699951171875","2087","2054.75","2078.64990234375","44798"
"03/10/2019","2070","2081.050048828125","2047","2058.85009765625","82996"
"01/10/2019","2099.5","2099.550048828125","2040.300048828125","2059.699951171875","76242"
"30/09/2019","2060.10009765625","2103.89990234375","2060.10009765625","2099.199951171875","113250"
"27/09/2019","2087","2087","2053","2056.699951171875","84102"
"26/09/2019","2091","2106.949951171875","2063","2087.64990234375","97699"
"25/09/2019","2057","2092.050048828125","2057","2087.800048828125","167063"
"24/09/2019","2015","2062.35009765625","2013.699951171875","2044.300048828125","233358"
"23/09/2019","2085","2089","1975","2014.75","470064"
"20/09/2019","2102.5","2129.25","2055.60009765625","2065.60009765625","261727"
"19/09/2019","2138.85009765625","2138.89990234375","2091.550048828125","2102.14990234375","74797"
"18/09/2019","2115","2143.75","2114.300048828125","2138.25","81032"
"17/09/2019","2154","2155.85009765625","2107","2121.35009765625","120315"
"16/09/2019","2150.35009765625","2173.5","2127.300048828125","2149.14990234375","96788"
"13/09/2019","2138","2157.89990234375","2116.199951171875","2141.35009765625","113836"
"12/09/2019","2154","2164.949951171875","2120.64990234375","2133.85009765625","77824"
"11/09/2019","2192","2200","2147.050048828125","2153.949951171875","83914"
"09/09/2019","2203","2203","2180","2183.300048828125","48168"
"06/09/2019","2215","2231.699951171875","2190.85009765625","2197.64990234375","56482"
"05/09/2019","2246.64990234375","2253.10009765625","2208","2215.800048828125","54328"
"04/09/2019","2269.699951171875","2269.89990234375","2234","2246.10009765625","44608"
"03/09/2019","2259","2296","2237.14990234375","2252.25","69973"
"30/08/2019","2236.050048828125","2266.10009765625","2218","2258.050048828125","56766"
"29/08/2019","2239","2248","2222.050048828125","2233.300048828125","31047"
"28/08/2019","2242","2251.10009765625","2216.050048828125","2239.64990234375","38316"
"27/08/2019","2270","2273","2229","2237","203658"
"26/08/2019","2254","2280","2225.199951171875","2275.10009765625","78887"
"23/08/2019","2221.5","2260","2212.75","2247.550048828125","83246"
"22/08/2019","2186.050048828125","2235","2171","2214.89990234375","67488"
"21/08/2019","2187","2202.5","2180.949951171875","2185.85009765625","64591"
"20/08/2019","2168.5","2205.699951171875","2168","2187.14990234375","294610"
"19/08/2019","2167","2185","2158.199951171875","2163.550048828125","45987"
"16/08/2019","2233","2237","2145.89990234375","2163.5","168125"
"14/08/2019","2182","2217.800048828125","2168.800048828125","2204.64990234375","254492"
"13/08/2019","2250.199951171875","2250.199951171875","2195","2200.199951171875","78148"
"09/08/2019","2270","2270","2242","2245.60009765625","47328"
"08/08/2019","2222","2280.85009765625","2220","2258.85009765625","91474"
"07/08/2019","2220","2238.5","2208.39990234375","2214","59921"
"06/08/2019","2232","2251.75","2211.550048828125","2215.449951171875","66361"
"05/08/2019","2185","2250.39990234375","2185","2248.550048828125","105681"
"02/08/2019","2179.89990234375","2210","2166.39990234375","2206.050048828125","192986"
"01/08/2019","2206","2217","2166.85009765625","2179.89990234375","59288"
"31/07/2019","2175","2210.949951171875","2148.300048828125","2205.39990234375","73304"
"30/07/2019","2125","2184.699951171875","2121","2179","81306"
"29/07/2019","2111","2141.75","2103.60009765625","2129.5","64054"
"26/07/2019","2111","2130.10009765625","2096","2108.800048828125","43813"
"25/07/2019","2115","2134.800048828125","2094","2128.300048828125","60682"
"24/07/2019","2115","2120.64990234375","2076.60009765625","2096.699951171875","91060"
"23/07/2019","2127.800048828125","2128.949951171875","2102.949951171875","2111.800048828125","90107"
"22/07/2019","2080","2117","2068.85009765625","2109.699951171875","72161"
"19/07/2019","2095","2096.75","2064","2076.949951171875","89018"
"18/07/2019","2115","2115","2060","2065.60009765625","95604"
"17/07/2019","2106","2125","2092.550048828125","2117.14990234375","94758"
"16/07/2019","2131.64990234375","2131.64990234375","2100.300048828125","2105.300048828125","137617"
"15/07/2019","2120","2153","2099","2145.199951171875","74130"
"12/07/2019","2108.5","2118","2094.050048828125","2107.949951171875","59397"
"11/07/2019","2124.60009765625","2128.10009765625","2087.050048828125","2101.449951171875","102758"
"10/07/2019","2081","2127.64990234375","2070.10009765625","2107.699951171875","264565"
"09/07/2019","2170.5","2175","2090","2131.449951171875","1132727"
"08/07/2019","2159","2184","2131","2176.10009765625","131169"
"05/07/2019","2241","2250","2139","2161.64990234375","1222990"
"04/07/2019","2237.300048828125","2251.800048828125","2232","2242.60009765625","55390"
"03/07/2019","2259.89990234375","2259.89990234375","2232.5","2237.199951171875","59889"
"02/07/2019","2240","2257.35009765625","2216.199951171875","2252.75","98136"
"01/07/2019","2239.64990234375","2255","2207.64990234375","2239.699951171875","106178"
"28/06/2019","2255","2261.25","2222.949951171875","2227.25","99596"
"27/06/2019","2256.39990234375","2264.800048828125","2242.300048828125","2252.64990234375","41248"
"26/06/2019","2272.89990234375","2272.89990234375","2251.10009765625","2253.699951171875","67735"
"25/06/2019","2277","2277","2250.89990234375","2266.75","62663"
"24/06/2019","2250","2279.89990234375","2250","2275","83606"
"21/06/2019","2280","2290.64990234375","2242.050048828125","2249.949951171875","115557"
"20/06/2019","2230","2285","2214.050048828125","2279","133605"
"19/06/2019","2253","2275","2244.39990234375","2259.89990234375","100800"
"18/06/2019","2249.800048828125","2260","2232","2251.699951171875","84866"
"17/06/2019","2259.89990234375","2262.800048828125","2240.050048828125","2245.60009765625","107409"
"14/06/2019","2255","2262.550048828125","2236.39990234375","2252.300048828125","102702"
"13/06/2019","2257","2285.050048828125","2241.300048828125","2250.25","160534"
"12/06/2019","2249","2267","2219.5","2258.449951171875","71366"
"11/06/2019","2237.89990234375","2263","2233","2252.85009765625","121513"
"10/06/2019","2194.89990234375","2234.949951171875","2189.25","2231.10009765625","94323"
"07/06/2019","2177","2189","2145.199951171875","2178.949951171875","84031"
"06/06/2019","2199","2199","2151.449951171875","2167.39990234375","125991"
"04/06/2019","2226","2226","2175","2182.449951171875","111042"
"03/06/2019","2207.800048828125","2248","2186","2240.35009765625","292099"
